,file,name,status,date_signed,date_into_force,date_notification,end_implementation,partyisocode,composition,region,parties_wto,crossregional,language,chapter_count,article_count,word_count,average_WxA
384,pta_164.xml,African Common Market,Inactive,1962-04-01,1963-07-01,1962-09-25,,"['MLI', 'DZA', 'MAR', 'GHA', None, 'GIN']",Plurilateral,Africa,No,No,en,7,21,1464,69.71428571428571
385,pta_28.xml,Mexico - Nicaragua,Inactive,1997-12-18,1998-07-01,2005-10-17,2012-12-30,"['NIC', 'MEX']",Bilateral,North America; Central America,Yes,Yes,es,24,321,76880,239.50155763239874
386,pta_14.xml,Pan-Arab Free Trade Area (PAFTA),In Force,1997-02-19,1998-01-01,2006-10-03,2005-12-31,"['KWT', 'QAT', 'OMN', 'LBN', 'JOR', 'TUN', 'ARE', 'MAR', 'SAU', 'IRQ', 'SYR', 'LBY', 'SDN', 'YEM', 'BHR', 'EGY']",Plurilateral,Middle East; Africa,No,Yes,en,8,27,2637,97.66666666666667
387,pta_15.xml,Gulf Cooperation Council (GCC),In Force,2001-12-31,2003-01-01,,2007-12-31,"['QAT', 'OMN', 'ARE', 'SAU', 'BHR', 'KWT']",Plurilateral,Middle East,Yes,No,en,11,35,2814,80.4
388,pta_29.xml,EU - Chile,In Force,2002-11-18,2003-02-01,2004-02-03,2013-12-31,"['ESP', 'CYP', 'DEU', 'CZE', 'CHL', 'SWE', 'AUT', 'SVK', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe; South America,Yes,Yes,en,29,204,32002,156.87254901960785
389,pta_165.xml,Albania - Bosnia and Herzegovina,Inactive,2003-04-28,2004-12-01,2004-12-14,,"['ALB', 'BIH', None]",Bilateral,Europe,No,No,en,5,41,5263,128.3658536585366
390,pta_171.xml,Albania - UNMIC/Kosovo,Inactive,2003-07-07,2003-10-01,2004-04-08,,"['ALB', 'RKS', None]",Bilateral,Europe,No,No,en,5,39,4853,124.43589743589743
391,pta_159.xml,"Korea, Republic of - US",In Force,2007-06-30,2012-03-15,2012-03-15,2031-12-31,"['USA', 'KOR']",Bilateral,East Asia; North America,Yes,Yes,en,26,272,74020,272.13235294117646
392,pta_398.xml,China - Rep. of Korea,In Force,2015-06-01,2015-12-20,2016-03-01,,"['CHN', 'KOR']",Bilateral,East Asia,Yes,No,en,23,307,47622,155.12052117263843
393,pta_401.xml,Rep. of Korea - Viet Nam,In Force,2015-05-05,2015-12-20,2016-03-02,,"['VNM', 'KOR']",Bilateral,East Asia,Yes,No,en,18,199,37551,188.69849246231155
394,pta_367.xml,EFTA - Ukraine,In Force,2010-06-24,2012-06-01,2012-06-18,2022-12-31,"['ISL', 'CHE', 'LIE', 'UKR', 'NOR']",Bilateral; One Party is an RTA,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,12,97,11813,121.78350515463917
395,pta_373.xml,EU - Côte d'Ivoire,In Force,2008-11-26,2016-09-03,2008-12-11,2023-12-31,"['ESP', 'CYP', 'DEU', 'CZE', 'SVK', 'SWE', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'CIV', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,15,84,12932,153.95238095238096
396,pta_415.xml,EFTA - Montenegro,In Force,2011-11-14,2012-09-01,2012-10-24,2018-12-31,"['ISL', 'CHE', 'LIE', 'NOR', 'MNE']",Bilateral; One Party is an RTA,Europe,Yes,No,en,11,54,7067,130.87037037037038
397,pta_429.xml,Russian Federation - Belarus - Kazakhstan,In Force,1995-01-20,1997-12-03,2012-12-21,2015-12-31,"['RUS', 'BLR', 'KAZ']",Plurilateral,Commonwealth of Independent States (CIS),No,No,en,3,10,2250,225.0
398,pta_213.xml,EC - Egypt Agreement of 1972,Inactive,1972-12-18,1973-11-01,1973-10-11,,"['BEL', 'NLD', 'DEU', 'LUX', 'FRA', 'ITA', None, 'EGY']",Plurilateral,Europe; Africa,Yes,Yes,en,4,23,1369,59.52173913043478
399,pta_207.xml,EC - Austria Agreement of 1972,Inactive,1972-07-22,1972-10-01,1972-11-27,,"['BEL', 'IRL', 'NLD', 'DEU', 'LUX', 'DNK', 'AUT', 'FRA', 'GBR', 'ITA', None]",Plurilateral,Europe,Yes,No,en,3,38,3440,90.52631578947368
400,pta_203.xml,Czech Republic - Slovak Republic Customs Union,Inactive,1992-10-29,1993-01-01,1993-04-30,,"['SVK', None, 'CZE']",Bilateral,Europe,Yes,No,en,5,10,1369,136.9
401,pta_217.xml,EC - Finland Agreement,Inactive,1973-10-05,1974-01-01,1973-12-20,,"['BEL', 'IRL', 'NLD', 'DEU', 'LUX', 'DNK', 'FRA', 'GBR', 'FIN', 'ITA', None]",Plurilateral,Europe,Yes,No,en,3,37,3230,87.29729729729729
402,pta_411.xml,EU - Papua New Guinea / Fiji,In Force,2009-07-30,2009-12-20,2011-10-18,2023-12-31,"['ESP', 'CYP', 'DEU', 'CZE', 'SVK', 'SWE', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'FJI', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'PNG', 'ITA', 'GRC', 'LVA']",Plurilateral; One Party is an RTA,Europe; Oceania,Yes,Yes,en,14,84,13983,166.46428571428572
403,pta_377.xml,Turkey - Georgia,In Force,2007-11-21,2008-11-01,2009-02-18,2008-12-30,"['GEO', 'TUR']",Bilateral,Commonwealth of Independent States (CIS); Europe,Yes,Yes,en,7,38,3852,101.36842105263158
404,pta_363.xml,Pacific Island Countries Trade Agreement (PICTA),In Force,2001-08-18,2003-04-13,2008-08-28,2021-12-31,"['FJI', 'TUV', 'FSM', 'SLB', 'VUT', 'TON', 'PNG', 'NIU', 'KIR', 'NRU', 'COK', 'WSM']",Plurilateral,Oceania,No,No,en,7,33,8313,251.9090909090909
405,pta_405.xml,EFTA - Bosnia and Herzegovina,In Force,2013-06-24,2015-01-01,2015-01-06,2018-12-31,"['ISL', 'BIH', 'CHE', 'LIE', 'NOR']",Bilateral; One Party is an RTA,Europe,No,No,en,11,56,7907,141.19642857142858
406,pta_439.xml,Singapore - Chinese Taipei,In Force,2013-11-07,2014-04-19,2014-04-22,2028-12-30,"['SGP', 'TWN']",Bilateral,East Asia,Yes,No,en,19,156,27067,173.50641025641025
407,pta_388.xml,EU - Central America,In Force,2012-06-29,2013-08-01,2013-02-26,2027-12-31,"['ESP', 'SLV', 'CYP', 'DEU', 'CZE', 'SVK', 'SWE', 'AUT', 'GTM', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'HND', 'SVN', 'PRT', 'PAN', 'BEL', 'IRL', 'NLD', 'FIN', 'CRI', 'POL', 'ITA', 'NIC', 'GRC', 'LVA']",Plurilateral; One Party is an RTA,Europe; Central America,Yes,Yes,en,46,365,66317,181.6904109589041
408,pta_175.xml,Borneo Free Trade Area,Inactive,1961-10-24,1962-01-01,1961-10-24,,['MYS'],,,,,en,2,26,3047,117.1923076923077
409,pta_161.xml,Pakistan - Malaysia,In Force,2007-11-08,2008-01-01,2008-02-19,2015-12-31,"['PAK', 'MYS']",Bilateral,East Asia; West Asia,Yes,Yes,en,16,138,21117,153.02173913043478
410,pta_149.xml,Japan - Indonesia,In Force,2007-08-20,2008-07-01,2008-06-27,2023-12-31,"['IDN', 'JPN']",Bilateral,East Asia,Yes,No,en,17,155,25032,161.4967741935484
411,pta_11.xml,EU - Albania,In Force,2006-06-12,2006-12-01,2007-03-07,2011-12-31,"['ESP', 'CYP', 'DEU', 'CZE', 'SVK', 'SWE', 'AUT', 'ROU', 'HUN', 'EST', 'LTU', 'BGR', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ALB', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe,Yes,No,en,20,137,16914,123.45985401459853
412,pta_39.xml,EFTA - Chile,In Force,2003-06-26,2004-12-01,2004-12-03,2010-12-31,"['ISL', 'CHE', 'LIE', 'CHL', 'NOR']",Bilateral; One Party is an RTA,South America; Europe,Yes,Yes,en,14,110,15595,141.77272727272728
413,pta_38.xml,ASEAN - China,In Force,2004-11-29,2005-01-01,2005-09-21,2020-12-30,"['MMR', 'MYS', 'THA', 'IDN', 'BRN', 'LAO', 'KHM', 'CHN', 'PHL', 'VNM', 'SGP']",Bilateral; One Party is an RTA,East Asia,Yes,No,en,3,25,2989,119.56
414,pta_10.xml,Panama - Singapore,In Force,2006-03-01,2006-07-24,2007-04-04,2016-12-30,"['PAN', 'SGP']",Bilateral,Central America; East Asia,Yes,Yes,en,20,199,36149,181.6532663316583
415,pta_148.xml,Japan - Viet Nam,In Force,2008-12-25,2009-10-01,2009-10-01,2026-12-31,"['VNM', 'JPN']",Bilateral,East Asia,Yes,No,en,16,131,18096,138.13740458015266
416,pta_160.xml,Malaysia - Australia,In Force,2012-05-22,2013-01-01,2013-05-13,2026-12-31,"['MYS', 'AUS']",Bilateral,Oceania; East Asia,Yes,Yes,en,23,244,37211,152.50409836065575
417,pta_174.xml,Australia - New Zealand Free Trade Agreement,Inactive,1965-08-31,1966-01-01,1965-10-22,,"['NZL', 'AUS', None]",Bilateral,Oceania,Yes,No,en,3,19,4289,225.73684210526315
418,pta_389.xml,China - Costa Rica,In Force,2010-04-08,2011-08-01,2012-02-27,2025-12-31,"['CRI', 'CHN']",Bilateral,East Asia; Central America,Yes,Yes,en,18,170,26713,157.13529411764705
419,pta_438.xml,Pacific Alliance,In Force,2014-02-10,2016-05-01,2016-11-03,2033-12-31,"['CHL', 'MEX', 'COL', 'PER']",Plurilateral,South America; North America,Yes,Yes,es,21,296,69426,234.5472972972973
420,pta_362.xml,Ukraine - Russian Federation,Inactive,1993-06-24,1994-02-21,2008-08-18,1994-12-31,"['UKR', 'RUS']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,19,1822,95.89473684210526
421,pta_404.xml,"Korea, Republic of - India",In Force,2009-08-07,2010-01-01,,2019-12-31,"['IND', 'KOR']",Bilateral,West Asia; East Asia,Yes,Yes,en,17,199,35789,179.84422110552765
422,pta_410.xml,"Colombia - Northern Triangle (El Salvador, Guatemala, Honduras)",In Force,2007-08-09,2009-11-12,2012-08-31,2029-12-31,"['HND', 'SLV', 'COL', 'GTM']",Plurilateral,South America; Central America,Yes,Yes,es,23,222,52128,234.8108108108108
423,pta_376.xml,Switzerland - China,In Force,2013-07-06,2014-07-01,2014-06-30,2028-12-30,"['CHN', 'CHE']",Bilateral,East Asia; Europe,Yes,Yes,en,18,176,22708,129.02272727272728
424,pta_216.xml,EC - Faeroe Islands Agreement of 1992,Inactive,1991-12-02,1992-01-01,1995-10-25,,"['ESP', 'PRT', 'BEL', 'IRL', 'NLD', 'DEU', 'LUX', 'DNK', 'FRA', 'GBR', 'ITA', None, 'GRC', 'FRO']",Plurilateral,Europe,No,No,en,3,40,3425,85.625
425,pta_202.xml,Czech Republic - Romania Free Trade Agreement,Inactive,1994-10-24,1995-01-01,1996-06-07,,"['ROU', None, 'CZE']",Bilateral,Europe,Yes,No,en,5,41,4679,114.1219512195122
426,pta_214.xml,EC - Egypt Cooperation Agreement,Inactive,1977-01-18,1978-11-01,,,"['BEL', 'IRL', 'NLD', 'DEU', 'LUX', 'DNK', 'FRA', 'GBR', 'ITA', None, 'EGY']",Plurilateral,Europe; Africa,Yes,Yes,en,7,52,4727,90.90384615384616
427,pta_200.xml,Czech Republic - Latvia,Inactive,1996-04-15,1997-09-01,1997-11-13,,"[None, 'LVA', 'CZE']",Bilateral,Europe,Yes,No,en,6,43,4777,111.09302325581395
